DOEID,Census Region,Census Division,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009","Natural gas usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Natural gas usage for clothes dryers, in thousand Btu, 2015","Natural gas usage for swimming pool heaters, in thousand Btu, 2015","Natural gas usage for hot tub heaters, in thousand Btu, 2015","Natural gas usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015","Electricity usage for space heating, main and secondary, in thousand Btu, 2015","Electricity usage for air conditioning (central systems and individual units), in thousand Btu, 2015","Electricity usage for water heating, main and secondary, in thousand Btu, 2015","Electricity usage for all refrigerators, in thousand Btu, 2015","Electricity usage for freezers, in thousand Btu, 2015","Electricity usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Electricity usage for microwaves, in thousand Btu, 2015","Electricity usage for clothes washers, in thousand Btu, 2015","Electricity usage for clothes dryers, in thousand Btu, 2015","Electricity usage for dishwashers, in thousand Btu, 2015","Electricity usage for indoor and outdoor lighting, in thousand Btu, 2015","Electricity usage for all televisions and related peripherals, in thousand Btu, 2015","Electricity usage for air handlers and boiler pumps used for heating, in thousand Btu, 2015","Electricity usage for air handlers used for cooling, in thousand Btu, 2015","Electricity usage for evaporative coolers, in thousand Btu, 2015","Electricity usage for ceiling fans, in thousand Btu, 2015","Electricity usage for dehumidifiers, in thousand Btu, 2015","Electricity usage for humidifiers, in thousand Btu, 2015","Electricity usage for swimming pool pumps, in thousand Btu, 2015","Electricity usage for hot tub pumps, in thousand Btu, 2015","Electricity usage for hot tub heaters, in thousand Btu, 2015","Electricity usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015"
11960,3,7,19424.91677,2068,3190,18679.074,63733,0,0,0,0,0,0,0,0,0,22210.687,9684.254,8069.637,3607.127,0,968.321,337.719,129.968,3305.364,225.888,5477.346,3717.073,437.069,563.48,0,1737.197,0,0,0,0,0,3261.871
11961,4,10,12190.83602,2472,2131,4572.735,15602.173,38.769,3612.583,1196.078,2275.804,71.755,68.946,0,0,0,0,5309.58,0,3565.846,0,0,135.567,131.423,0,0,1788.223,1669.182,391.61,258.627,0,324.346,0,0,0,0,0,2027.768
11962,4,10,8106.864807,2055,1672,3207.066,10942.508,128.829,13312.759,13312.759,0,0,0,0,0,0,4851.541,1500.643,0,1613.871,0,581.245,0,0,0,0,328.935,1504.257,91.123,69.113,0,0,0,0,0,0,0,401.78
11963,4,10,13935.79278,1925,754,1172.333,4000.001,242.675,24994.332,21496.648,3497.684,0,0,0,0,0,0,0,0,1398.281,0,412.268,320.387,0,0,0,420.417,1277.692,44.988,0,0,0,0,0,0,0,0,125.969
11964,3,5,17773.62516,2681,1893,17644.008,60201.356,889.089,87897.942,18844.042,2868.383,0,0,0,0,66185.517,33401.997,0,0,5167.078,0,1371.799,408.937,389.018,3390.748,626.795,4346.117,3957.484,596.573,0,0,751.705,0,0,0,127.424,455.559,5210.122
11965,1,2,40525.88571,4651,1476,12922,44089,0,0,0,0,0,0,0,0,0,5301.368,1930.745,18027.954,2021.791,0,1698.702,66.462,0,0,419.478,8804.072,2571.686,88.808,0,0,0,0,0,0,0,0,3158.795
11966,4,10,13572.20012,1933,738,6796.8,23190.682,322.895,33241.406,14040.083,19201.323,0,0,0,0,0,1413.593,866.581,0,4699.205,0,474.159,336.756,86.308,1113.346,713.25,1098.392,1855.476,291.341,0,2560.178,295.321,3757.987,0,0,0,0,3628.788
11967,2,3,15693.14355,6164,737,9237.326,31517.755,720.545,72370.34,0,2540.31,0,0,0,0,69830.029,3577.429,642.112,8815.443,1769.778,0,1089.063,956.534,410.52,4173.04,416.891,2994.257,2405.621,93.193,29.127,0,103.501,0,1394.521,0,0,0,2646.726
11968,3,5,19895.71322,405,4229,21641.125,73839.517,0,0,0,0,0,0,0,0,0,1989.416,26914.787,7264.038,8899.107,0,949.344,478.957,451.36,5719.042,430.576,9330.12,2735.518,28.485,1449.239,0,2293.207,0,0,0,0,0,4906.32
11969,3,6,18951.15264,3221,1736,57071.757,194728.837,17.864,1858.383,0,0,1199.435,0,0,0,658.948,28659.054,12294.619,29517.305,5222.898,1701.168,2141.707,697.954,338.215,4277.256,756.706,23937.149,3994.268,658.227,838.236,0,1260.848,3797.185,1114.97,0,0,0,73521.071
11970,3,7,22657.09897,3674,1544,8747.647,29846.972,741.776,75635.495,15345.868,60289.627,0,0,0,0,0,4000.65,9808.643,0,1647.76,1535.4,116.612,102.698,153.903,1734.238,0,1897.274,1343.288,1222.494,492.592,0,2674.013,0,0,0,0,0,3117.408
11971,4,8,8194.225863,5225,818,18814.387,64194.689,1455.532,137637.353,23574.521,114062.833,0,0,0,0,0,0,2119.203,0,2966.584,1921.303,1555.244,489.732,87.964,1783.101,334.775,6940.325,2128.227,958.276,109.227,0,611.373,0,0,0,0,0,42189.356
11972,3,7,21359.89131,610,4122,10022.949,34198.302,0,0,0,0,0,0,0,0,0,3868.703,0,22234.272,1454.907,2657.695,825.638,0,114.489,0,0,260.957,1296.978,0,0,0,652.9,0,0,0,0,0,831.763
11973,3,7,25989.00492,1359,3484,7560.915,25797.841,67.808,6830.254,0,0,6830.254,0,0,0,0,0,8931.71,9497.831,918.171,0,0,202.016,128.316,1644.015,0,1054.141,2251.736,0,0,0,0,0,0,0,0,0,1169.905
11974,3,5,20151.65151,2676,1879,15804.425,53924.699,0,0,0,0,0,0,0,0,0,25854.532,5600.565,8206.09,2269.699,0,569.989,168.864,147.551,1663.192,0,3689.166,3013.202,0,0,0,1721.188,0,0,0,0,0,1020.663
11975,1,1,27488.50493,5653,948,1321,4507,448.503,45955.266,17742.384,26770.287,1442.594,0,0,0,0,0,1644.639,0,819.685,0,0,331.895,0,0,0,117.489,698.17,433.826,0,0,0,0,0,0,0,0,461.551
11976,2,4,10185.71172,6868,740,7700,26273,0,0,0,0,0,0,0,0,0,8931.64,596.882,9486.725,891.733,0,2002.185,328.071,0,0,0,376.398,1554.149,158.201,0,0,0,0,0,0,0,0,1946.416
11977,3,7,14725.14183,1368,3402,9079.935,30980.74,0,0,0,0,0,0,0,0,0,0,3601.281,5375.324,3574.009,1071.584,509.999,492.533,202.508,0,216.966,5467.205,5295.09,280.717,258.869,0,1045.33,0,0,0,0,0,3589.324
11978,1,2,28331.18469,4757,1349,5692.352,19422.303,729.234,78479.713,18165.927,58000.265,2313.521,0,0,0,0,0,4830.777,0,2117.483,0,0,430.597,320.074,3264.053,0,1395.296,374.64,881.233,225.774,0,128.204,0,0,0,0,0,5454.173
11979,1,2,52015.94536,4647,1531,5588,19066,464.827,50049.152,0,50049.152,0,0,0,0,0,0,3570.395,5505.596,1621.396,0,635.407,824.793,96.88,0,0,3667.33,1357.42,461.101,0,0,101.104,0,0,0,0,0,1224.833
11980,4,10,17499.31033,769,1829,8428.164,28756.895,282.836,28762.245,14724.057,4594.583,3919.339,1396.123,0,4128.143,0,0,3660.108,0,1976.94,1380.465,0,1322.41,106.961,0,317.256,6944.509,3063.741,63.307,161.198,0,892.126,0,0,5402.052,808.028,0,2657.793
11981,3,7,19592.50996,1372,3454,10479.749,35756.904,360.633,36331.729,6953.751,26016.268,963.444,1360.936,0,0,1037.33,0,13917.342,0,4262.181,0,523.45,200.698,145.328,0,318.801,10379.974,1970.161,419.801,858.884,0,1487.439,0,0,0,0,0,1272.845
11982,3,7,18648.42047,1407,3373,20645.714,70443.177,461.052,46490.76,11544.661,26333.63,0,0,8612.469,0,0,0,34965.184,0,5212.946,0,947.813,170.575,178,2270.13,0,8929.357,2799.012,714.723,3077.84,0,2630.533,0,0,5385.074,0,0,3161.989
11983,2,3,22447.80325,5551,1092,6043.085,20619.004,1019.365,103010.876,10948.793,91136.712,0,925.372,0,0,0,644.496,2156.955,0,3890.75,2912.471,411.215,465.187,107.174,0,223.611,724.016,1345.174,524.444,116.574,0,849.226,2430.672,859.263,0,0,0,2957.776
11984,3,5,26202.86485,551,4993,22736.806,77577.984,0,0,0,0,0,0,0,0,0,7780.577,26437.861,13360.849,5060.464,0,806.094,475.722,498.069,5052.292,624.135,6911.916,3164.531,0,1403.321,0,2147.001,0,0,0,0,0,3855.151
11985,3,7,14276.86662,1437,3468,22133.839,75520.658,0,0,0,0,0,0,0,0,0,22093.077,14622.284,7979.067,4341.956,2359.153,2576.37,1710.155,494.136,5661.639,1026.051,4827.227,970.993,391.461,793.067,0,2165.678,0,0,0,0,0,3508.345
11986,3,5,32168.56425,2473,2115,14377.22,49055.074,0,0,0,0,0,0,0,0,0,14801.909,4800.076,14286.771,1680.37,0,613.964,989.335,357.006,3988.065,0,2974.721,2496.568,188.129,172.967,0,108.351,0,0,0,0,0,1596.84
11987,2,3,27293.19704,6963,417,11418,38959,887.595,89783.845,0,89783.845,0,0,0,0,0,0,2791.613,20088.392,1642.919,1403.67,953.313,338.348,110.225,2229.82,0,2332.242,1437.445,2387.295,133.928,0,58.895,0,0,0,0,0,3050.113
11988,1,2,14150.07664,4931,1189,5723.098,19527.212,388.089,39906.991,16911.995,20731.08,2263.916,0,0,0,0,0,3355.246,0,1564.231,0,0,69.092,0,0,0,2889.813,2902.16,478.699,0,0,0,0,0,0,0,0,8267.97
11989,3,7,18151.35718,3899,1692,9944.309,33929.981,976.742,98892.296,15157.965,81380.817,2353.515,0,0,0,0,0,13303.626,0,2018.886,0,0,721.94,133.284,584.855,0,1400.341,2777.603,1561.657,681.885,0,1904.081,0,0,6435.433,0,0,2406.39
11990,4,10,12082.02937,758,1894,9095,31031,465.744,47213.013,21478.396,18742.732,0,1961.704,0,3916.469,1113.713,0,4822.207,0,4346.622,0,1720.197,339.351,82.901,0,524.012,3922.288,2001.94,196.357,0,0,1857.773,0,0,5238.529,777.124,0,5202.833
11991,1,1,23713.76624,6937,611,10047.818,34283.156,0,0,0,0,0,0,0,0,0,0,3678.452,16506.394,745.883,0,565.636,0,29.059,605.244,331.302,3563.536,3542.277,2680.514,191.725,0,0,0,0,0,0,0,1843.135
11992,3,5,28482.57301,568,4743,7627.032,26023.434,0,0,0,0,0,0,0,0,0,4092.59,13265.689,3984.462,838.157,0,176.257,588.025,0,0,0,691.442,468.502,50.909,468.591,0,0,0,0,0,0,0,1398.81
11993,4,10,20055.10279,587,1598,2751.419,9387.843,83.887,8720.575,8720.575,0,0,0,0,0,0,0,0,0,2110.335,0,0,192.617,0,0,408.039,1758.851,2695.959,0,0,0,55.137,0,0,0,0,0,2166.906
11994,2,4,10386.11672,7467,695,25594.983,87330.08,819.032,77108.363,9749.359,67359.005,0,0,0,0,0,66750.083,1890.009,0,2000.789,2166.571,407.164,855.49,222.841,2273.844,329.146,5432.926,575.184,133.11,0,0,1145.896,0,0,0,0,0,3147.029
11995,1,2,17666.03351,4750,1285,26471.975,90322.379,0,0,0,0,0,0,0,0,0,34168.265,4835.813,13401.454,4373.228,0,1115.052,487.956,779.982,9867.904,856.536,5398.272,2549.907,657.347,243.642,0,1405.355,0,0,0,1704.563,6131.862,2345.241
11996,3,7,51565.01149,3273,1896,15421.548,52618.323,0,0,0,0,0,0,0,0,0,14966.177,3967.086,6947.785,930.624,0,615.973,169.983,180.252,1841.839,340.624,3566.577,1427.465,0,179.743,0,727.105,0,0,0,0,0,16757.089
11997,4,9,36123.65136,732,4881,7875.082,26869.781,189.467,18953.11,6629.762,9998.181,2325.167,0,0,0,0,0,18247.779,0,2626.575,0,0,101.318,49.434,573.009,127.935,1418.474,947.42,176.602,894.163,0,881.952,0,0,0,0,0,825.122
11998,3,7,21702.45982,1570,3342,20678.463,70554.915,0,0,0,0,0,0,0,0,0,0,11438.453,31795.733,4660.877,1652.19,1728.885,868.904,770.95,7354.652,0,1548.537,3290.369,0,0,0,675.592,0,0,0,0,0,4769.772
11999,3,7,10152.4655,2393,2815,14198.179,48444.187,136.505,14294.018,12103.49,0,2190.528,0,0,0,0,24301.749,6790.285,0,1641.971,0,0,0,755.275,8425.298,0,1660.428,787.259,0,0,0,658.2,0,0,0,0,0,3423.724
12000,3,7,20036.22075,2534,2100,4641,15835,683.477,71646.378,8165.039,56969.04,6046.197,466.102,0,0,0,0,8819.512,0,1795.442,906.104,0,0,82.526,0,0,1132.037,957.864,0,0,0,111.02,0,0,0,0,0,2030.594
12001,2,3,16890.10674,5745,985,7055.967,24074.961,1180.571,119487.882,28487.235,89162.5,0,1838.147,0,0,0,0,6634.977,0,2279.413,1378.652,618.53,301.037,214.027,0,315.772,3418.017,4235.076,2109.869,466.529,0,266.215,0,0,0,0,0,1836.846
12002,2,3,39833.88403,5205,1127,3840.4,13103.446,782.529,77948.963,9659.528,68289.435,0,0,0,0,0,830.975,3357.755,0,1823.299,0,169.684,167.529,158.176,1620.253,0,844.125,1030.803,664.872,163.672,0,177.092,0,0,0,0,0,2095.211
12003,2,4,29551.30782,7713,664,7047,24046,0,0,0,0,0,0,0,0,0,6793.77,290.474,6659.651,1012.463,0,597.636,329.224,162.203,3845.877,127.759,1857.291,1120.303,0,11.993,0,0,0,153.564,0,0,0,1082.153
12004,2,3,19651.47794,6189,759,22278.882,76015.547,1015.029,102140.274,37112.909,63664.759,0,1362.605,0,0,0,19729.096,7869.811,0,5060.15,1026.584,3540.991,248.081,161.968,0,243.449,11264.375,10317.35,5436.533,373.082,0,68.38,0,0,2339.042,0,0,8336.655
12005,1,2,24310.4643,5454,939,5941.95,20273.935,0,0,0,0,0,0,0,0,0,5796.988,1438.4,8572.739,1621.857,0,85.412,232.726,85.255,1100.332,0,163.428,758.629,0,0,0,0,0,0,0,0,0,418.169
12006,1,2,14541.32022,5185,1187,16290.897,55584.539,553.295,56785.714,28286.003,28499.711,0,0,0,0,0,0,3273.377,0,2567.205,1668.359,1697.528,499.943,265.051,5334.579,700.529,23853.799,1673.149,1220.662,195.465,0,1886.63,6868.759,0,0,0,0,3879.503
12007,3,5,18443.02915,2429,2136,22523.117,76848.875,0,0,0,0,0,0,0,0,0,32993.006,9643.53,6463.843,4680.889,0,831.127,707.519,96.644,2469.249,482.659,9672.903,4666.786,543.481,460.378,0,123.588,0,0,0,0,0,3013.272
12008,3,7,15016.88527,1394,3404,12986.41,44309.629,94.161,9458.066,0,9458.066,0,0,0,0,0,864.897,14762.108,9915.848,1007.808,0,925.758,162.094,269.991,5428.071,337.923,3528.84,986.315,369.311,792.918,0,1386.799,0,0,0,0,0,3570.949
12009,1,1,26028.09333,6534,578,2928.133,9990.791,194.732,19870.296,9900.243,9970.053,0,0,0,0,0,0,628.502,0,1687.618,0,577.739,166.027,0,0,0,1495.752,3575.509,62.016,0,0,0,0,78.513,0,0,0,1719.116
