Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Light Use (Estimated) in Thousands of BTU 
1993,1,2,0,3,20833,726,6032,3930,13409,810,83268,0,59095,0,19470,11539,4703,0,1870,0,0,0,2142,2974
1993,3,5,4,2,22960,3297,514,11793,40238,0,0,1406,0,836,0,19510,0,14745,3741,4269,1111,518,2526,1879
1993,1,2,0,2,9047,500,6581,15215,51914,0,0,0,0,14284,0,30485,0,2125,5020,4543,1435,546,2664,4757
1993,3,7,3,2,21002,3121,1576,5248,17906,262,26934,5926,0,0,20594,8206,6340,1328,2446,0,0,0,0,1713
1993,3,7,0,2,10806,1901,3682,6877,23463,1720,176816,0,102340,0,59401,6852,15075,10105,6506,0,0,0,0,1281
1993,4,9,0,4,7635,95,6029,6310,21530,0,0,13784,0,2217,0,3932,0,0,1597,0,482,0,0,1635
1993,2,3,0,5,5492,475,7875,6899,23539,347,35720,0,18111,0,17609,12264,0,4772,6503,0,1641,764,0,3614
1993,4,9,0,2,11557,146,7021,30613,104452,0,0,41935,0,22685,0,34334,0,1726,3772,2740,3904,0,7591,5758
1993,3,7,3,2,10385,3124,1140,5003,17070,332,34130,0,17002,0,13079,7764,4049,5533,3773,0,0,0,0,1395
1993,3,6,0,2,12597,2581,1602,12821,43745,608,62502,0,29772,0,9904,27299,22826,13126,3320,3075,1400,307,1881,1305
1993,3,5,4,2,5009,3047,1195,16390,55923,0,0,11410,0,11218,0,16716,0,12241,4338,0,1649,0,0,4369
1993,4,9,2,2,10284,600,2605,6549,22345,504,51811,0,22766,0,22291,17593,6754,0,4752,0,0,0,3264,1988
1993,2,4,0,5,19692,325,8202,5602,19114,0,0,8953,0,2207,0,3218,0,917,3819,0,941,0,0,485
1993,4,9,2,3,30425,1575,610,5610,19142,483,49652,0,18509,0,21779,15465,9364,0,3677,0,0,1113,0,3259
1993,1,2,0,2,20848,685,6424,2026,6913,2587,265944,622,225835,0,30747,4143,9362,0,2148,0,0,0,0,842
1993,4,8,0,2,3873,336,6382,9175,31305,1153,118528,0,79619,0,38909,25692,0,2846,2767,3511,1467,1360,2724,5582
1993,4,9,2,5,7072,1195,2908,5409,18456,450,46260,0,13854,0,25484,10437,6922,5638,2381,0,0,373,2285,1386
1993,3,5,0,2,21982,1784,2986,6607,22543,721,74119,0,58372,0,11767,14736,3980,0,7807,4061,0,0,2757,1311
1993,2,4,0,2,4481,1259,5350,46335,158095,0,0,49731,0,24592,0,49159,0,20662,13951,5704,1854,3101,8566,4631
1993,3,5,0,4,3564,1755,3193,15195,51847,0,0,12315,0,12319,0,16876,0,6572,3765,0,1345,443,3601,1951
1993,2,3,0,4,5087,1087,5661,6538,22308,413,42456,0,36181,0,6275,12140,0,3714,6454,2398,1180,0,1787,955
1993,3,5,0,2,78559,2052,2643,18407,62805,0,0,21081,0,11256,0,9741,0,13117,7610,0,1218,0,0,1594
1993,4,9,0,2,13936,81,5204,5656,19298,660,67848,0,54057,0,13791,14308,0,0,4990,0,536,353,1723,2634
1993,1,2,0,2,4678,983,5713,5305,18101,0,0,0,0,0,0,12986,0,0,5115,0,0,0,0,1943
1993,3,7,0,2,28279,2521,1830,31422,107212,0,0,15204,0,19395,0,39662,0,19715,13236,5076,1983,3314,4003,7832
1993,4,8,0,2,14582,3336,1289,6356,21687,504,51811,0,25859,0,20069,15420,5883,0,6267,0,0,0,3358,2281
1993,1,2,1,5,4263,902,5836,4892,16692,768,78950,0,27089,0,38378,9708,13483,4318,2666,0,0,352,0,1606
1993,3,5,0,2,12271,1329,4285,23275,79414,0,0,24448,0,11681,0,29879,0,10361,3045,0,3331,1259,3165,4786
1993,2,4,0,4,9460,548,8711,1176,4011,929,95468,0,71517,0,18320,1841,5631,670,1500,0,0,0,0,633
1993,3,7,3,2,19023,2390,2272,6015,20523,0,0,0,0,0,0,11644,0,0,8879,3168,0,0,0,3792
1993,1,2,0,2,4425,858,6173,5340,18220,1385,142378,0,114932,0,20725,13228,6721,2290,2702,4293,0,385,1880,1135
1993,4,9,2,2,20523,262,3330,5642,19251,782,80390,0,61239,0,18599,14302,552,0,4949,0,496,231,1129,2803
1993,4,9,2,5,6077,724,946,4055,13836,119,12230,1516,0,0,12230,7614,0,2534,2172,0,451,297,1821,980
1993,1,2,0,3,3856,724,6083,13564,46280,0,0,21510,0,6567,0,12029,0,2460,3714,0,762,0,2453,2318
1993,3,5,0,2,19943,1747,3206,20272,69168,1088,111881,0,55271,0,18870,45828,37740,14491,8849,5197,0,2617,0,9596
1993,3,6,0,2,16147,2128,3098,14658,50013,0,0,12669,0,6481,0,17078,0,8795,4990,5711,664,309,2516,1893
1993,1,2,1,1,17925,684,6614,11604,39593,800,82240,0,77191,7250,0,17564,5049,9785,4994,3642,0,430,2634,2228
1993,4,9,2,5,10950,626,1151,1733,5913,351,36083,0,0,0,27799,4709,8284,0,1204,0,0,0,0,1940
1993,2,3,0,5,15132,776,6447,3253,11099,801,82309,0,40883,0,32662,6564,8764,0,4535,0,0,0,0,1162
1993,4,9,2,2,7592,1537,1140,7618,25993,967,99408,1291,45390,0,40957,21543,13061,0,3159,0,0,0,0,3007
1993,2,3,0,5,15735,696,6588,2920,9964,611,62848,0,27798,0,28037,8186,7013,0,1778,0,0,0,1433,3209
1993,3,5,0,2,19943,2520,2661,2056,7015,438,44990,273,44990,1724,0,4103,0,0,915,1069,215,0,615,684
1993,1,2,0,2,10834,807,6292,7750,26443,826,84913,0,58750,0,26163,21425,0,0,5018,4785,1313,0,2987,2692
1993,2,3,0,2,19096,972,5859,4512,15393,892,91661,0,65788,0,20438,7912,5435,3014,4467,0,0,0,1431,1097
1993,1,1,0,4,8401,983,5513,2858,9751,500,51400,0,30588,0,16596,6552,4216,0,3199,0,0,0,0,1389
1993,1,1,0,2,10676,714,5764,4055,13836,9,925,0,0,0,0,9166,925,2592,2078,0,0,0,1930,2200
1993,3,5,4,5,10027,3437,216,10598,36160,0,0,1342,0,6069,0,16927,0,8532,3290,0,921,1779,2148,2716
1993,3,5,4,5,22887,3360,239,10746,36665,0,0,1803,0,7817,0,11933,0,7958,7154,0,1725,0,0,2659
1993,2,3,0,2,20100,532,7423,16322,55691,1044,107323,0,107323,15603,0,30738,0,6626,2724,0,1612,0,3256,4952
1993,3,5,0,2,3731,1654,3324,12356,42159,0,0,0,0,0,0,27944,0,8997,5218,6620,0,0,0,2970
1993,3,5,4,2,7052,2726,1270,14749,50324,0,0,9838,0,4541,0,19811,0,10309,5825,2000,809,918,2310,3861
1993,3,7,0,2,8350,2012,3795,8580,29275,1170,120276,0,86768,0,25248,13202,8260,9302,6771,3619,0,0,0,2144
1993,3,5,4,4,25022,4597,69,8131,27743,0,0,1939,0,6005,0,9557,0,4649,5593,0,2297,0,0,2447
1993,3,5,0,2,15785,1767,3553,19750,67387,0,0,0,0,13837,0,33468,0,11293,8789,0,1578,0,3678,4880
1993,1,2,1,5,8324,1376,4694,1477,5039,30,3036,0,0,0,0,1996,3036,0,3043,0,0,0,0,514
1993,2,3,0,5,13894,749,6488,1675,5715,928,95442,0,76453,0,14464,3800,4525,0,1915,1670,0,0,0,846
1993,3,6,0,4,3740,1390,4393,8749,29852,0,0,11069,0,6547,0,4913,0,4610,2713,0,748,0,0,1515
1993,2,4,0,2,19690,864,6360,17725,60478,496,50989,0,45652,18449,0,33945,5337,0,8084,3600,0,0,3531,5122
1993,4,9,2,5,18597,334,1932,3323,11338,448,46014,1369,20934,0,19553,7530,5527,0,2439,0,0,0,0,3240
1993,3,5,4,2,5994,3369,889,9272,31636,332,34130,0,20136,0,13994,18377,0,8397,4862,2906,794,901,2266,3393
1993,3,5,4,2,6088,3500,387,12820,43742,0,0,7159,0,5052,0,13122,0,12276,6133,0,1648,511,2495,971
1993,3,5,0,2,19943,1759,3082,28559,97443,0,0,23735,0,15791,0,35134,0,18806,3977,4660,1542,586,3593,3728
1993,2,4,0,2,10552,347,9022,4387,14968,878,90258,1037,66331,0,19504,10954,4423,0,2977,2163,0,0,1862,2797
1993,3,7,3,2,19645,2885,1450,12587,42947,330,33924,0,20773,0,13151,24573,0,3584,14790,0,1531,504,4100,5962
1993,1,2,1,2,3564,315,8628,6499,22175,0,0,0,0,0,0,19533,0,0,2642,1757,976,1460,2339,2286
1993,1,1,0,1,10334,1113,6020,4397,15001,0,0,0,0,0,0,7846,0,3298,3857,0,639,0,2057,2774
1993,1,1,0,2,3962,667,5854,5461,18633,0,0,1004,0,0,0,14685,0,841,2103,0,1121,369,1803,3890
1993,3,5,4,2,27173,3680,156,13972,47672,0,0,5210,0,5836,0,15403,0,18115,3108,0,896,417,2037,4981
1993,3,5,4,2,5994,2305,1389,10363,35359,593,60960,0,33149,0,27811,19250,0,12720,3389,0,2748,1199,3016,2509
1993,4,9,2,5,7072,1311,2653,4738,16166,290,29853,0,10182,0,15605,7985,4066,4546,3635,0,0,1102,0,3097
1993,4,9,2,4,10406,819,892,1919,6548,275,28280,749,8807,0,14978,5077,4495,0,722,0,0,0,0,1727
1993,4,8,0,3,6913,3225,1333,6946,23700,425,43690,0,21205,0,17094,18923,5391,0,4777,5596,0,0,0,4206
1993,2,4,0,2,9798,1585,4872,6028,20569,1218,125210,0,93835,0,25102,7049,6273,4573,8947,0,0,0,0,1410
1993,4,9,2,2,25347,241,2343,6033,20585,402,41326,0,22040,0,19286,15509,0,0,5076,0,1330,392,2403,2774
1993,3,5,0,2,3874,1606,3421,21761,74249,0,0,19011,0,8384,0,30952,0,11958,3944,9907,2392,904,2274,3592
1993,4,8,0,5,3368,1930,2568,14189,48413,0,0,7364,0,9437,0,21236,0,5563,4813,0,1185,552,3382,3121
1993,3,6,0,2,13879,1416,4211,15627,53319,0,0,3538,0,12785,0,27668,0,5714,3614,0,2659,1872,5171,3511
1993,4,9,0,2,12293,81,5204,15652,53405,0,0,19361,0,11934,0,17927,0,0,4183,0,1349,444,2724,2859
1993,2,4,0,3,25666,1139,5635,3824,13047,617,63428,0,48777,0,14651,8415,0,1840,2792,0,427,281,1371,776
1993,2,4,0,2,16528,1470,5062,11231,38320,959,98585,0,72012,0,26573,25117,0,10137,3066,1941,2680,372,3021,5867
1993,3,7,0,1,4872,3098,1538,15801,53913,0,0,8123,0,10423,0,15411,0,16053,3903,0,1254,0,3357,1640
1993,4,9,2,5,22094,1595,2052,3902,13314,145,14906,2387,0,0,14906,6800,0,1571,2556,0,1385,1258,0,1010
1993,2,4,0,2,19690,422,8713,5480,18698,585,60138,0,37728,0,17956,13312,4454,2200,3186,4735,0,0,0,2661
1993,3,7,0,2,18632,1690,4539,19378,66118,1074,110407,0,83502,0,26905,36569,0,18472,11077,0,4685,0,6296,10173
1993,2,3,0,1,23952,519,7294,7114,24273,634,65175,0,65175,8280,0,10034,0,3179,2780,0,921,0,2095,2009
1993,1,1,0,2,7554,465,7903,6754,23045,0,0,0,0,0,0,19852,0,0,3193,3018,2092,0,1828,2649
1993,3,5,4,2,4998,3369,236,23177,79080,0,0,5076,0,8802,0,29301,0,23212,12689,7404,2879,3205,3083,4716
1993,2,3,0,2,23573,727,6692,6861,23410,1491,153275,0,100695,0,39791,18558,12789,2408,2444,2101,0,1563,0,2186
1993,4,8,0,1,9049,517,5990,9051,30882,675,69390,0,44226,0,19981,19283,5183,4711,6888,3074,0,471,2302,4098
1993,1,1,0,5,4277,534,6104,13334,45496,0,0,11078,0,13625,0,17723,0,724,2346,0,1631,2728,0,1921
1993,4,9,2,5,16969,1674,2050,5747,19609,268,27550,3734,0,0,27550,6816,0,5890,3169,0,1210,375,0,2818
1993,2,3,0,1,18574,755,6375,14904,50852,0,0,0,0,15026,0,25440,0,4271,6115,0,2790,0,8577,1418
1993,3,5,0,3,15072,2152,2544,10029,34220,0,0,8260,0,7358,0,6693,0,7159,4750,0,875,0,0,1772
1993,1,1,0,5,11171,719,6327,5965,20353,53,5455,0,0,0,0,12201,5455,1246,6906,0,0,0,0,3093
1993,4,8,0,1,10890,1343,4321,7339,25041,0,0,0,0,0,0,22312,0,0,2729,0,0,2135,5898,3466
1993,3,5,0,1,4663,1630,3447,25114,85689,0,0,19104,0,15671,0,29196,0,18612,3106,0,1560,2333,3737,2487
1993,4,9,2,5,10950,761,2100,3255,11106,497,51092,0,27629,0,23463,8605,0,0,2501,0,834,0,0,3118
1993,2,3,0,2,23573,944,5961,7489,25552,1736,178461,0,119876,0,43004,19056,15581,3491,3005,4412,0,0,0,1561
1993,4,9,2,5,7957,1687,768,1036,3535,115,11777,580,0,0,11777,1811,0,467,677,0,218,0,0,875
1993,2,3,0,1,22305,666,6526,22978,78401,0,0,23351,0,18095,0,26495,0,7420,3040,3468,1708,0,4573,4800
1993,2,3,0,2,23952,1044,5700,22399,76425,655,67334,0,47076,0,20258,60394,0,8766,7265,4853,4800,3777,6050,7490
1993,2,3,0,2,19516,725,6641,27891,95164,0,0,7009,0,26049,0,46619,0,9115,6372,0,1568,3707,10243,6698
1993,3,6,0,2,4229,1222,4410,14028,47864,0,0,17878,0,9398,0,14106,0,3759,2723,0,923,430,2637,2049
1993,2,4,0,2,19690,817,6676,6357,21690,1101,113183,0,87163,0,20742,18803,5278,0,2887,2966,0,0,2727,3847
1993,1,2,1,5,21891,1529,4587,1397,4767,816,83869,0,46601,0,29782,2558,7486,797,1412,0,0,0,0,605
1993,1,1,0,5,15283,830,5778,1414,4823,386,39670,0,25977,0,13693,3191,0,398,1234,0,511,0,0,1063
1993,3,6,0,2,13816,1720,2953,13109,44728,0,0,0,0,4521,0,18289,0,17488,4430,0,1156,760,3716,4830
1993,1,1,0,2,3711,634,6710,11759,40122,0,0,0,0,9174,0,18003,0,6690,6255,0,976,784,1972,4122
1993,1,2,0,5,8978,769,6302,4653,15876,701,72063,0,31936,0,28195,12168,11932,0,3708,0,0,394,0,1868
1993,2,3,0,2,29499,512,7532,4604,15709,815,83782,0,73383,0,10399,9201,0,1411,5097,0,1155,0,0,3652
1993,3,6,0,2,6987,2643,1565,22799,77790,1936,199021,0,113443,0,66541,37863,19037,26343,13584,4974,0,0,4085,5112
1993,4,8,0,3,11188,3836,1094,7398,25242,0,0,6037,0,4021,0,7744,0,4285,3155,0,652,304,1484,676
1993,2,3,0,2,11048,932,5772,6528,22274,1793,184320,0,138249,0,33545,17041,12526,0,5233,0,0,0,0,2322
1993,1,2,1,4,20211,573,6957,3196,10905,692,71111,0,57861,0,13250,6146,0,2167,2592,0,615,287,1399,953
1993,3,5,0,3,32257,1559,4384,7090,24191,436,44821,0,29845,0,11931,12309,3045,8855,3027,0,0,483,2359,2267
1993,2,3,0,2,19096,1361,5381,5859,19991,904,92931,0,70607,0,22324,10792,0,7034,2165,0,770,0,1752,3036
1993,3,5,0,5,20096,2595,2451,17252,58864,0,0,13820,0,11596,0,15703,0,6031,11714,0,4589,0,0,3091
1993,1,2,1,4,8876,679,6843,9802,33444,0,0,12257,0,11722,0,6764,0,0,2701,0,1236,0,0,1014
1993,1,1,0,4,5276,868,5857,2037,6950,168,17270,0,0,0,13885,2545,3385,1043,3362,0,0,0,0,833
1993,3,6,0,2,16302,3013,1347,23715,80916,0,0,27060,0,3554,0,25922,0,16468,7912,7368,1018,0,3276,5555
1993,4,9,2,5,25047,567,2543,2228,7602,355,36494,0,16214,0,20280,4045,0,0,3557,0,652,0,0,981
1993,1,2,0,4,27604,973,5745,3830,13068,1273,130890,0,111679,0,19211,5668,0,863,6537,0,1038,0,0,1022
1993,1,2,0,2,19899,1005,5499,4009,13679,887,91184,826,56528,0,23914,7707,10742,1883,3263,0,0,0,0,2312
1993,2,3,0,5,5492,391,8192,3110,10611,581,59741,0,41427,0,18314,6656,0,672,3283,0,901,0,0,1326
1993,4,8,0,5,4628,0,12131,4700,16037,169,17354,0,0,0,17354,14083,0,0,1954,0,1139,0,0,5093
1993,2,3,0,2,23573,844,6181,9425,32158,2035,209198,0,155567,0,38796,27193,14835,0,4965,2968,0,0,0,6497
1993,3,7,0,2,9829,1725,4447,15782,53850,756,77673,0,53551,0,19027,27789,5095,19598,6463,0,0,945,5791,9530
1993,1,1,0,4,7168,889,5721,2535,8650,790,81259,0,60012,0,17082,2949,4165,3348,2353,0,0,424,0,1017
1993,4,8,0,4,5787,577,6164,2018,6885,1057,108660,0,57584,0,40552,4386,10524,0,2499,0,0,0,0,1030
1993,4,9,2,2,17755,1667,773,3315,11311,603,61988,0,26479,0,26341,8342,9168,0,2969,0,0,359,0,2459
1993,4,8,0,3,8193,4732,793,3849,13133,97,10004,2168,0,0,10004,4474,0,4547,1944,0,337,0,0,1218
1993,4,8,0,5,10013,3829,962,7664,26150,0,0,3905,0,3445,0,4830,0,8142,5828,0,658,433,0,876
1993,4,8,0,3,6913,3319,1296,8720,29753,586,60241,0,26524,0,26073,25026,7644,0,4727,4596,0,0,3170,4826
1993,4,9,0,2,18447,187,4964,15184,51807,298,30684,27198,0,0,24525,19096,6159,2563,2950,0,0,1067,2684,4348
1993,3,6,0,2,3487,2997,1357,9566,32639,745,76586,0,45951,0,21534,14939,9101,5217,12483,3631,0,0,0,5430
1993,3,5,0,2,6091,2324,3066,13331,45485,944,97043,0,97043,8466,0,19658,0,12850,4511,0,1090,1823,2202,4839
1993,3,6,0,2,4229,1166,4840,11723,39999,0,0,18744,0,5122,0,10031,0,2025,4077,0,835,0,1900,2807
1993,2,4,0,2,14671,1148,5608,6761,23069,0,0,11152,0,4961,0,4235,0,0,2721,0,416,1390,0,822
1993,2,3,0,4,13894,804,6339,2553,8711,1163,119556,0,88859,0,23027,5674,7670,0,3037,0,0,0,0,1834
1993,1,2,1,2,11148,317,8617,10769,36744,0,0,0,0,13415,0,20788,0,0,2541,4042,0,0,2578,3709
1993,4,8,0,2,3592,0,12162,8187,27934,2749,282597,0,229748,0,52849,26327,0,0,1607,2555,1324,1062,2673,6104
1993,3,6,0,5,5924,1280,4322,7231,24671,0,0,4086,0,6859,0,8483,0,1734,3509,0,1553,0,0,2800
1993,1,1,0,2,3711,863,6100,13041,44496,0,0,0,0,0,0,34495,0,1531,8470,0,3465,1171,3906,6938
1993,3,5,4,2,7067,3264,525,14197,48440,0,0,6895,0,5124,0,18967,0,12712,4742,0,1033,481,2349,3850
1993,1,2,1,2,14568,667,6972,10142,34605,0,0,0,0,13277,0,18764,0,0,2564,2919,0,354,2882,2636
1993,1,2,0,5,13176,610,6531,2282,7786,349,35859,0,13890,0,21969,7786,0,0,0,0,1455,0,0,1750
1993,2,4,0,4,8345,602,6390,5627,19199,1340,137781,0,94167,0,43614,12875,0,3562,2762,0,1027,952,0,5578
1993,2,3,0,2,12525,1090,5957,2938,10024,1319,135593,0,107665,0,22269,8142,5659,0,1882,2795,0,0,0,1654
1993,3,7,3,2,9417,1566,3973,10296,35130,1677,172403,0,102668,0,54663,23564,15072,8879,2687,0,0,0,6093,4142
1993,2,3,0,2,12178,1033,5484,5256,17933,1998,205394,0,182041,0,17651,12991,5702,0,4942,3994,0,0,2695,1149
1993,3,7,3,2,17851,1280,4115,6915,23594,762,78334,0,58102,0,14911,10305,5321,4658,8631,0,0,0,0,3626
1993,2,3,0,2,12178,831,6366,4342,14815,1639,168489,0,150739,0,13502,9754,4248,0,5061,0,0,0,2223,1663
1993,2,4,0,2,21486,1214,5407,6280,21427,0,0,616,0,3585,0,10768,0,2477,3981,1929,1034,227,1107,1989
1993,3,5,4,3,18592,3472,526,16896,57649,0,0,5008,0,10767,0,22690,0,14018,5166,0,3335,518,4203,3445
1993,3,7,0,2,19829,1940,3900,11170,38112,986,101361,19145,0,0,78114,9171,23247,6329,3467,0,0,0,0,2368
1993,2,4,0,5,11741,1182,5502,22767,77681,0,0,18828,0,16481,0,28401,0,10615,3356,3133,3166,0,5642,6089
1993,4,9,2,2,6770,770,2428,6778,23127,0,0,6308,0,1897,0,8192,0,1623,5107,1886,504,0,2193,1043
1993,1,2,1,4,24189,1263,4742,2507,8554,2566,263785,0,182617,0,60128,5104,21040,1787,1663,0,0,166,0,1436
1993,3,5,4,2,4998,3412,224,15424,52627,0,0,4572,0,5617,0,22768,0,15045,4625,0,987,461,2246,3513
1993,3,5,4,5,47079,2455,1503,3017,10294,0,0,1917,0,1335,0,1966,0,2815,2261,0,390,0,0,201
1993,2,3,0,2,19952,398,8165,11285,38504,1650,169620,0,117929,0,51691,34087,0,1255,3162,3608,2156,635,3895,7357
1993,1,2,1,5,13670,1550,4572,1419,4841,620,63733,0,26624,0,29656,3075,7453,0,1766,0,0,0,0,788
1993,4,8,0,2,13292,375,7109,5856,19981,1188,122126,0,95097,0,27029,17041,0,0,2940,0,943,2229,2692,3986
1993,1,2,1,2,10853,666,5738,5182,17681,0,0,0,0,0,0,12886,0,1106,3689,0,1579,0,0,2110
1993,3,7,3,2,16146,1089,6296,14915,50890,1647,169312,0,99654,0,55007,32730,14651,9411,8749,0,0,2931,8098,4545
1993,4,9,0,1,12739,146,7064,18859,64347,0,0,37105,0,5016,0,13725,0,761,7740,0,1035,682,3325,3041
1993,1,2,0,2,4425,835,5902,13589,46366,716,73605,0,53088,0,14781,29336,5736,7204,9826,4272,0,2482,0,5726
1993,3,6,0,2,14692,1367,4576,13306,45401,1206,123973,0,94044,0,24053,19748,5876,20759,4894,0,0,1740,3486,3407
1993,2,3,0,2,19952,944,5578,6689,22823,1343,138060,0,100663,0,37397,14002,0,4461,4360,0,1054,400,1956,4437
1993,4,9,2,2,23560,1001,2421,20247,69083,0,0,17397,0,10562,0,31547,0,6228,3349,0,2217,2014,5564,3862
1993,3,5,4,1,5666,2582,1347,15447,52705,0,0,9884,0,4082,0,16918,0,18492,3329,3543,727,0,2339,3836
1993,4,8,0,2,6782,0,9175,4940,16855,1456,149677,0,113087,0,30209,14389,6381,0,2466,1832,0,955,2401,2178
1993,3,5,4,4,7939,2476,1403,7331,25013,0,0,6861,0,2991,0,9163,0,2618,3380,0,550,362,1770,2616
1993,3,5,0,2,7232,1062,4702,25787,87985,0,0,34197,0,0,0,28966,0,17652,7170,0,2954,2079,3329,5585
1993,4,8,0,5,10013,5254,695,2809,9585,149,15276,0,5034,0,10242,2906,0,3638,3041,0,373,0,0,1696
1993,1,2,0,3,9384,771,6374,3832,13075,405,41634,0,28933,0,12701,9479,0,1507,2089,0,904,280,1368,1888
1993,1,1,0,2,8111,560,6055,29197,99620,0,0,34159,0,22411,0,33816,0,0,9234,2806,1676,2506,6925,7391
1993,3,5,0,2,8673,1643,3346,8004,27310,0,0,1439,0,3225,0,9336,0,7682,5628,0,804,0,2583,1706
1993,1,2,0,3,15625,541,6408,5144,17551,1190,122332,0,91804,0,24114,11243,6414,0,6308,2885,0,0,0,1939
1993,2,3,0,2,4156,1199,5309,8429,28760,741,76175,0,50404,0,25771,18428,0,7726,2606,1909,1052,1573,1899,3414
1993,2,3,0,2,4156,1096,5418,10119,34526,1124,115547,1225,83805,0,31742,23408,0,5141,4752,0,1185,451,2200,7282
1993,3,5,0,2,15204,735,5278,15308,52231,0,0,26239,0,3128,0,14109,0,0,8755,5818,708,0,2276,1187
1993,1,1,0,5,12664,673,6034,16488,56257,0,0,22829,0,7843,0,15981,0,4457,5147,0,1075,1724,3454,1942
1993,3,6,0,2,9362,1597,4444,1714,5849,631,64857,0,50422,0,11397,3518,3038,0,2331,0,0,0,0,1201
1993,3,5,4,2,5994,2172,1452,7672,26177,458,47082,0,29906,0,17176,13745,0,10687,1745,2181,1393,608,1529,3030
1993,1,2,0,4,11587,1775,4424,12192,41599,848,87174,0,50176,0,29513,30060,7485,3648,7891,0,0,0,0,8395
1993,3,5,0,2,29326,2151,4214,15603,53237,226,23233,0,0,0,18504,29745,4729,18632,4860,0,0,3879,4684,5798
1993,4,8,0,2,6944,529,6260,4006,13668,638,65586,0,43063,0,17962,12148,4561,0,1520,3646,0,0,2143,1016
1993,1,1,0,5,13520,843,5865,2820,9622,39,3961,0,0,0,0,6285,3961,0,3337,0,0,590,0,1009
1993,2,3,0,2,9835,853,6031,8737,29811,2117,217628,857,168987,0,48641,23276,0,0,5678,0,2274,0,4421,3730
1993,4,8,0,5,8833,4869,767,3939,13441,168,17286,0,6083,0,11203,5813,0,5191,2437,0,522,592,0,2273
1993,3,6,0,1,4502,1178,4749,10578,36093,0,0,0,0,7511,0,14867,0,9799,3916,3280,0,0,2402,3317
1993,3,6,0,2,13724,1907,3169,13371,45622,320,32896,0,32896,9815,0,20378,0,8659,6770,0,2801,0,3765,3527
1993,1,1,0,2,7554,626,5930,12307,41991,0,0,0,0,3870,0,30169,0,3143,4809,8052,1441,0,4115,4325
1993,3,5,4,2,4998,3522,192,19879,67827,0,0,5921,0,10446,0,24712,0,19835,6913,0,1667,1337,4461,3859
1993,3,6,0,4,16479,1497,3977,11775,40176,0,0,15042,0,6685,0,8974,0,5684,3791,0,780,885,0,3268
1993,2,3,0,5,6530,1126,5738,5130,17504,1362,140014,0,84967,0,43048,8290,11999,5161,4053,0,0,352,0,3173
1993,1,1,0,4,12302,927,5467,2569,8765,1170,120276,0,105012,0,11550,6882,3714,0,1883,1348,0,0,0,2538
1993,3,7,0,2,20495,1812,4224,6618,22581,448,46054,0,34684,0,8408,11719,2962,5447,5415,0,0,0,3078,1474
1993,1,2,0,3,9316,1466,4551,3123,10656,1699,174657,0,110447,0,50450,8000,13760,0,2656,0,0,0,0,1829
1993,4,9,2,2,17755,787,890,2670,9110,379,38961,723,19249,0,13659,7323,6053,0,1064,0,0,0,0,2830
1993,3,5,0,2,22088,1663,3379,4800,16378,473,48624,0,34507,0,14117,10933,0,5445,0,0,923,0,2967,837
1993,3,6,0,1,17633,1969,3149,5863,20005,0,0,1060,0,2351,0,10563,0,1732,4299,3598,592,0,1904,1182
1993,3,5,4,2,4998,3311,509,20355,69451,0,0,7419,0,6802,0,29390,0,16153,9687,0,1094,509,3121,4465
1993,2,3,0,2,13877,202,10627,16658,56837,0,0,0,0,20674,0,31597,0,0,4566,2846,3441,0,3270,5850
1993,3,5,4,2,18549,3274,504,13227,45131,0,0,9583,0,5504,0,20674,0,4172,5198,4200,979,0,2795,4360
1993,2,4,0,2,7569,580,7810,3760,12829,848,87174,0,59122,0,22318,8050,5734,3039,1740,0,0,314,0,2254
1993,1,2,0,2,21099,692,6365,6688,22819,1905,195834,0,140551,0,44620,14458,10663,4493,3868,0,0,0,0,2723
1993,3,6,0,2,8919,2996,1357,9905,33796,507,52120,0,27600,0,19036,22266,5484,7933,3597,4105,0,0,3194,5618
1993,1,2,0,5,11137,1144,5516,20529,70045,0,0,14070,0,17785,0,25910,0,6955,5325,0,3828,594,3638,3763
1993,3,5,0,2,5318,1865,2951,16597,56629,612,62915,1283,58441,11440,0,28275,4474,10322,5309,4255,3046,1151,0,3523
1993,1,2,0,2,10405,896,5983,10257,34997,0,0,0,0,0,0,27202,0,1566,6229,0,1398,0,3180,3599
