Unique identifier for each respondent,Census Region,Census Division,Reportable states and groups of states,Type of housing unit,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Electricity usage for other purposes (all end-uses except SPH, COL, WTH, and RFG), in thousand BTU, 2009","Electricity usage for refrigerators, in thousand BTU, 2009","Electricity usage for air-conditioning, central and window/wall (room), in thousand BTU, 2009","Electricity usage for water heating, in thousand BTU, 2009","Electricity usage for space heating, in thousand BTU, 2009","Natural Gas usage for other purposes (all end-uses except SPH and WTH), in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009"
3519,3,5,17,4,7025.59,1089,2641,7818,26675,0,0,13304.8,3073.88,0,5070.49,5225.83,0,0,0
3520,1,2,3,4,7438.94,4688,1048,7868,26846,653,66933,12956.57,13889.43,0,0,0,5738.35,9644.24,51550.41
3521,3,5,13,3,6631.99,5123,789,15373,52453,0,0,16380.72,8029.07,5696.32,8149.02,14197.88,0,0,0
3522,2,4,10,2,4751.97,7859,448,8635,29463,382,39155,24153.86,2386.49,328.81,0,2593.97,2001.14,9605.11,27548.75
3523,2,4,12,2,2676.1,4792,1093,23522,80257,748,76670,36331.01,4852.74,27707.43,9394.96,1970.87,0,0,76670
3524,1,1,1,2,5414.54,9214,187,8179,27907,0,0,26125.74,1781.26,0,0,0,0,0,0
3525,1,2,3,4,11148.22,5945,532,6158,21011,0,0,5825.94,2228.26,548.31,4350.33,8058.16,0,0,0
3526,3,5,17,5,8997.11,217,4376,12225,41712,0,0,13661.09,3440.91,14230.08,10379.93,0,0,0,0
3527,3,7,20,5,13035.57,3994,1190,6730,22963,0,0,9322.05,1807.02,558.33,5808.39,5467.22,0,0,0
3528,1,1,1,2,6373.55,5998,633,3954,13491,0,0,7379.47,1451.17,0,4660.36,0,0,0,0
3529,4,10,27,2,9263.26,5064,1249,12500,42650,0,0,13557.89,2864.79,2438,12760.16,11029.16,0,0,0
3530,3,6,19,2,8284.87,4012,1481,11567,39467,368,37720,24473.77,3026.79,4965.69,7000.75,0,2900.99,0,34819.01
3531,2,3,8,2,12046.39,6631,409,6545,22332,1234,126485,13886.23,2110.4,254.34,5022.39,1058.65,27172,0,99313
3532,1,2,4,2,15489.57,4907,780,8351,28494,783,80257,18077.57,5370.4,3688.78,0,1357.26,8884.32,19084.82,52288.36
3533,2,4,10,2,7049.08,9662,275,40053,136661,237,24293,81290.13,14753.47,5327.72,0,35289.69,0,24293,0
3534,2,4,10,2,4751.97,7266,456,8456,28852,682,69905,22422.72,4999.88,1429.4,0,0,3811.72,15821.69,50271.59
3535,3,6,18,3,8179.59,4123,1327,11886,40555,1085,111213,23365.85,3487.84,9364.44,0,4336.86,7955.25,35419.56,67838.19
3536,2,3,8,2,13117.18,6382,475,8537,29128,964,98810,20611.31,7462.34,1054.35,0,0,16061.39,22114.24,60634.38
3537,3,5,13,2,10215.14,3379,1624,9020,30776,462,47355,20205.41,1994.73,8575.86,0,0,0,16586.85,30768.16
3538,2,4,12,2,6311.3,4407,1461,22438,76558,1112,113980,56892.78,7163.8,10507.26,0,1994.16,0,34668.92,79311.08
3539,4,8,22,5,6854.84,6193,403,2528,8626,306,31365,7093.34,1532.66,0,0,0,0,10116.37,21248.63
3540,3,7,21,5,10255.94,1596,3187,5146,17558,201,20603,5954.81,4010.38,7592.81,0,0,2430.89,5200.01,12972.1
3541,2,3,7,2,15220.06,6051,698,16777,57243,450,46125,32452.63,4142.89,3965.36,14091.36,2590.76,5914.52,0,40210.48
3542,2,4,10,2,4751.97,6999,425,25212,86023,400,41000,51096.72,13111.87,11148.31,0,10666.1,6332.89,9176.52,25490.59
3543,2,4,10,2,5006.56,6333,840,12322,42043,563,57708,26192.18,6459.1,5319.4,0,4072.32,5098.07,12837.49,39772.43
3544,4,10,26,5,8277.02,2557,1643,8630,29446,166,17015,25833.09,2021.6,1591.31,0,0,0,8245.69,8769.31
3545,3,6,18,1,18408.61,2956,2067,2669,9107,260,26650,3272.19,1993.33,3189.26,0,652.22,2631.67,9715.82,14302.51
3546,2,4,10,2,4905.89,8874,296,14398,49126,0,0,30735.47,4597.74,1847.8,9886.63,2058.36,0,0,0
3547,2,4,12,2,3979.09,5396,942,14255,48638,0,0,39433.7,3044.38,6159.91,0,0,0,0,0
3548,3,5,17,2,6540.32,518,3830,20223,69001,0,0,28749.31,4709.82,16652.27,15016.09,3873.51,0,0,0
3549,3,6,19,2,10046.69,3217,1881,19095,65152,319,32698,40388.49,3866.98,9609.67,9944.38,1342.48,0,0,32698
3550,4,10,27,4,11739.08,4478,578,7888,26914,0,0,6149.21,3661.07,0,5982.65,11121.08,0,0,0
3551,3,7,21,2,7604.88,1189,3255,25339,86457,574,58835,29077.8,3042.87,49189.89,0,5146.44,16400.38,42434.62,0
3552,3,5,17,2,9242.95,1736,2540,150254,512667,0,0,221973.78,37767.55,208116.55,21263.44,23545.68,0,0,0
3553,3,6,18,2,11362.76,1803,2555,13166,44922,0,0,22459.91,6095.66,7291.46,4605,4469.98,0,0,0
3554,1,2,3,4,9121.98,7042,424,4544,15504,948,97170,10660.43,2869.65,0,0,1973.92,5814.71,19416.83,71938.46
3555,2,4,10,3,4020.19,7016,626,7953,27136,802,82205,22080.71,5055.29,0,0,0,17375.27,11732.11,53097.63
3556,4,8,22,2,5128.66,8078,0,11781,40197,1309,134173,30188.74,10008.26,0,0,0,12678.17,33751.06,87743.78
3557,1,2,3,5,7449.89,6696,461,6014,20520,0,0,4565.93,1380.69,516.37,7849.22,6207.79,0,0,0
3558,2,4,11,2,6139.28,5176,1017,11836,40384,1340,137351,24707.02,5690.44,9986.53,0,0,7437.06,41064.79,88848.65
3559,4,10,26,4,7330.74,3811,35,3797,12955,285,29212,7727.26,5227.74,0,0,0,5139.76,8429.37,15643.37
3560,4,10,26,2,6466.42,837,1398,4682,15975,724,74210,7921.08,3260.3,732.73,0,4060.9,0,74210,0
3561,3,5,17,2,8787.68,1156,2995,9721,33168,0,0,5933.77,6068.83,5691.07,7556.65,7917.68,0,0,0
3562,4,10,26,2,8482.51,1358,1987,5059,17261,284,29110,13067.76,2076.95,2116.29,0,0,4752.7,9874.78,14482.53
3563,1,2,3,2,6912.44,6883,300,6202,21161,960,98400,17818.01,1583.94,190.37,0,1568.68,9142.05,16826.82,72431.13
3564,4,10,26,2,6466.42,775,1477,5002,17067,414,42435,13571.63,1779.02,1716.35,0,0,16258.48,26176.52,0
3565,1,2,3,5,10062.81,4622,919,5209,17773,648,66420,10325.32,4269.01,3178.67,0,0,14422.43,22848.41,29149.16
3566,1,2,5,2,16951.04,5537,657,4280,14603,983,100758,9938.54,3742.65,922.11,0,0,5852.41,24292.21,70613.38
3567,1,2,3,5,7536.41,6960,402,2701,9216,0,0,3669.76,1096.66,326.17,4123.41,0,0,0,0
3568,2,4,10,5,6049.8,6787,533,2723,9291,553,56683,6171.82,3119.18,0,0,0,0,9174.82,47508.18
3569,2,4,12,5,7528.45,5098,1078,16943,57810,0,0,22046.8,4288.39,3795.12,11639.09,16040.6,0,0,0
3570,2,4,12,2,2673.74,4869,1010,43449,148248,0,0,58897.34,14157.93,38237.17,17048.08,19907.49,0,0,0
3571,3,5,13,2,11036.74,4806,657,12502,42657,0,0,13200.19,4700.45,689.54,8950.39,15116.43,0,0,0
3572,3,5,14,2,13799.92,4314,1320,15902,54258,0,0,36314.64,3852.76,4046.9,8731.47,1312.24,0,0,0
3573,4,10,26,2,7313.36,2491,339,5521,18838,487,49918,14031.02,3923.66,0,0,883.32,3605.12,17788.46,28524.42
3574,3,5,15,1,8938.96,1922,2413,32539,111023,0,0,63211.28,10402.87,18373.91,11383.85,7651.09,0,0,0
3575,4,10,26,3,6343.75,1038,1106,3115,10628,499,51148,7882.45,2745.56,0,0,0,6881.54,15609.68,28656.78
3576,4,10,26,2,6798.75,2247,1550,11478,39163,131,13428,22877.45,5076.81,3673.33,0,7535.83,0,7209.25,6218.75
3577,2,4,12,2,2935.68,5308,913,11099,37870,576,59040,26608.04,5307.68,4068.44,0,1885.84,0,19262.89,39777.11
3578,4,10,27,5,11635.65,6488,229,12609,43022,317,32493,35402.23,1995.05,943.37,0,4681.35,1210.27,14497.68,16785.05
3579,2,4,12,2,5906.02,4951,996,25121,85713,0,0,48803.7,3867.57,6342.82,14749.24,11949.68,0,0,0
3580,3,5,15,2,6506.7,3141,1668,11837,40388,590,60475,23665.41,4074.8,10289.13,0,2358.66,4687.82,16932.49,38855.19
3581,4,10,27,5,13757.86,4723,307,15000,51180,0,0,35671.09,5001.25,983.76,9523.91,0,0,0,0
3582,1,2,3,5,6766.63,4781,869,3220,10987,977,100143,3239.04,2227.93,632.48,4887.56,0,19439.07,0,80703.93
3583,1,2,3,5,7715.6,4514,1106,2736,9335,644,66010,6019.1,3315.9,0,0,0,15607.06,11128.55,39274.39
3584,3,5,17,2,5991.05,619,3580,21251,72508,0,0,41825.51,4518.93,10261.65,11502.79,4399.13,0,0,0
3585,2,4,10,3,4622.78,8011,419,3284,11205,549,56273,8950.44,1848.28,406.16,0,0,0,11375.87,44897.13
3586,1,2,3,5,10062.81,4751,879,2981,10171,660,67650,7826.87,1492.45,851.68,0,0,8929.32,23630.01,35090.67
3587,3,5,17,3,5267.13,225,4358,13379,45649,165,16913,18427.5,4109.24,19624.22,0,3488.33,4952.51,11960.49,0
3588,4,9,24,1,9620.35,1038,4088,5438,18554,121,12403,6640.01,985.1,8559.87,0,2369.02,0,12403,0
3589,2,3,7,2,17420.83,5610,646,3735,12744,719,73698,9808.91,2935.1,0,0,0,1242.85,14765.38,57689.78
3590,1,1,1,5,9118.84,6412,452,1867,6370,877,89893,2898.22,3471.78,0,0,0,2056.36,10997.07,76839.57
3591,1,2,3,2,7229.76,5245,688,11270,38453,0,0,31640.19,3234.24,3578.57,0,0,0,0,0
3592,4,10,26,2,8244.45,2346,594,6391,21806,503,51558,18342.55,3463.45,0,0,0,0,17689.82,33868.18
3593,1,1,2,5,5710.6,5848,676,610,2081,521,53403,1264.58,483.83,112.58,0,219.89,1608.91,14654.92,37139.17
3594,4,10,27,3,7942.96,4804,281,15472,52790,999,102398,35935.27,5819.89,0,11034.84,0,0,0,102398
3595,1,1,1,2,5414.54,7438,318,7123,24304,0,0,20800.41,3062.88,440.71,0,0,0,0,0
3596,4,10,26,2,7562.5,1212,1214,8399,28657,467,47868,16919.52,7362.11,2639.78,0,1735.59,8710.29,21326.85,17830.86
3597,4,10,26,5,7702.69,2301,1513,4930,16821,0,0,7329.46,1300.32,648.9,3222.28,4320.03,0,0,0
3598,4,10,27,1,8640.83,6431,633,22081,75340,0,0,31321.89,5783.24,3722.15,14033.62,20479.1,0,0,0
3599,4,10,26,2,7264.47,1185,822,5607,19131,486,49815,16157.84,2424.69,0,0,548.47,5289.63,21911.9,22613.47
3600,4,10,26,3,5463.41,857,1378,1012,3453,472,48380,2239.47,469.03,744.5,0,0,11818.87,17043.63,19517.49
3601,2,3,7,2,14797.17,5389,594,9062,30920,0,0,11748.07,1201.06,962.41,6592.41,10416.06,0,0,0
3602,4,10,26,2,8244.45,2644,152,4411,15050,439,44998,12312.81,2737.19,0,0,0,5857.52,14363.52,24776.96
3603,2,3,8,2,15307.73,6879,363,3070,10475,941,96453,8454.3,2020.7,0,0,0,8194.84,24426.43,63831.73
3604,1,2,3,2,7327.23,4977,838,9751,33270,600,61500,25891.54,3638.93,3739.53,0,0,8457.99,15392.85,37649.17
3605,2,4,12,5,3514.9,4523,1131,14823,50576,0,0,20752.37,3227.72,3965.51,10624.05,12006.35,0,0,0
3606,3,6,18,2,9469.54,4322,1156,13104,44711,0,0,22854.46,3396.66,10925.88,7534,0,0,0,0
3607,2,4,12,1,8810.31,5366,932,32271,110109,0,0,34597.54,8554.79,7893.29,24861.69,34201.69,0,0,0
3608,3,5,17,2,7164.33,494,3891,9672,33001,0,0,9241.51,2604.48,16101.14,3319.57,1734.3,0,0,0
3609,4,10,26,5,9870.34,3029,512,4738,16166,284,29110,12964.98,1925.77,0,0,1275.25,0,10507.98,18602.02
3610,3,6,19,2,10277.1,3742,1509,17983,61358,0,0,25252.66,3374.8,11121.01,9575.87,12033.67,0,0,0
3611,4,10,26,4,7921.8,980,1927,2214,7554,55,5638,4160.49,2304.01,1089.5,0,0,871.62,2524.17,2242.21
3612,4,10,26,2,6466.42,827,1408,4189,14293,345,35363,11117.39,1144.42,387.76,0,1643.43,16280.92,19082.08,0
3613,2,4,10,2,10788.65,7995,345,9097,31039,0,0,17710.81,3736.26,0,5387.57,4204.66,0,0,0
3614,2,3,9,5,8884.94,7851,352,5836,19912,0,0,3961.56,2046.9,0,5925.18,7978.36,0,0,0
3615,3,5,15,2,7240.77,3098,1754,14222,48525,0,0,17935.4,2424.59,10194.37,6608.64,11362.01,0,0,0
3616,3,7,21,2,7009.47,1549,3241,15239,51995,0,0,33588.58,8789.19,8549.96,0,1067.28,0,0,0
3617,3,7,21,2,7133.12,2242,2584,10093,34437,896,91840,13431.16,2198.05,12280.06,0,6527.72,31323.03,60516.97,0
3618,3,5,17,2,6004.19,180,4348,26521,90490,0,0,37941.8,3693.68,27305.4,18284.04,3265.08,0,0,0
3619,4,8,23,2,9737.42,5662,1214,3957,13501,569,58323,5969.13,1713.51,0,5818.36,0,0,0,58323
3620,4,8,22,5,5810.55,5691,510,2234,7622,398,40795,5416.64,1899.07,306.29,0,0,0,10337.99,30457.01
3621,1,1,2,3,3003.07,5503,632,15237,51989,23,2358,27473.41,7784.68,1656.63,11299.31,3774.97,2358,0,0
3622,3,6,18,2,11362.76,1567,2748,15344,52354,0,0,22840.38,2961.51,13892.37,6259.33,6400.41,0,0,0
3623,2,4,12,3,2855.87,5390,890,8033,27409,374,38335,16716.2,2388.6,1768.4,6535.8,0,0,0,38335
3624,2,4,10,2,4697.21,7792,613,6148,20977,1220,125050,14182.79,3987.36,0,0,2806.85,5446.7,18341.15,101262.15
3625,2,4,12,2,2969.4,4685,1330,9169,31285,599,61398,18577.43,6158.21,6549.37,0,0,0,15659.18,45738.82
3626,2,4,11,2,4224,5379,1021,7937,27081,597,61193,21517.9,1749.07,2793.09,0,1020.95,12681.13,12479.35,36032.52
3627,3,5,15,2,6861.29,3261,1504,15837,54036,310,31775,32874.73,3994.04,2524.11,14643.12,0,4563.5,0,27211.5
3628,1,2,3,2,7554.08,6675,418,12433,42421,0,0,30676.48,4784.19,209.82,6750.52,0,0,0,0
3629,3,6,19,1,14581.35,4031,1176,25989,88674,0,0,25289.81,6695.67,7646.55,26711.49,22330.49,0,0,0
3630,2,3,8,2,14591.87,7540,249,8567,29231,0,0,20692.15,2341.65,307.81,5889.39,0,0,0,0
3631,3,7,20,2,18027.82,1706,2688,7198,24560,700,71750,15452.68,2072.66,7034.66,0,0,0,21570.66,50179.34
3632,1,2,3,5,7073.49,6524,394,3522,12017,548,56170,6189.82,1624.64,0,4202.54,0,0,0,56170
3633,2,3,8,2,11689.54,6389,535,9750,33267,0,0,16170.9,2141.42,276.73,5213.33,9464.21,0,0,0
3634,3,5,17,2,6297.04,558,3481,12852,43851,0,0,22967.47,1940.37,10175.45,6019.61,2748.1,0,0,0
3635,1,1,2,2,3958.32,6701,381,19789,67520,0,0,22913.14,10424.15,0,12608.14,21574.57,0,0,0
3636,3,5,16,2,14793,3552,1628,4487,15310,0,0,3048.2,2126.95,0,3894.71,6240.14,0,0,0
3637,3,7,20,2,17933.92,4357,1299,17136,58468,995,101988,46501.01,6451.45,5515.54,0,0,5654.25,35693.99,60639.77
3638,4,10,26,2,7093.98,1339,1901,6826,23290,305,31263,16016.77,2316.12,4957.11,0,0,8863.38,11280.57,11119.05
3639,3,7,21,2,7937.43,4301,1231,16543,56445,1548,158670,20479.76,3966.92,6699.2,10549.46,14749.65,158670,0,0
3640,4,10,26,2,6858.53,2040,2329,6935,23662,319,32698,15395.19,2119.25,2279.29,0,3868.27,12154.2,20543.8,0
3641,3,7,20,4,33546.59,2861,1888,4785,16326,536,54940,6613.77,4654.52,5057.72,0,0,3943.51,21551.89,29444.61
3642,4,10,26,3,7853.58,2555,1812,4022,13723,310,31775,10414.03,1770.21,1538.76,0,0,1754.67,10422.97,19597.37
3643,2,3,8,2,15376.07,6887,402,7030,23986,649,66523,15898.8,2303.88,570.96,5212.37,0,3936.76,0,62586.24
3644,4,9,25,1,15282.67,4048,467,4132,14098,543,55658,8698.73,3885.02,0,0,1514.25,6651.48,17768.82,31237.7
3645,3,5,16,2,14025.73,3192,1669,16109,54964,0,0,28088.74,3562.36,1761.59,11163.86,10387.45,0,0,0
3646,2,3,7,2,14727.35,5709,620,12593,42967,667,68368,34527.46,8439.54,0,0,0,0,17109.75,51258.25
3647,3,5,15,2,6054.97,1779,2455,27081,92400,0,0,26407.51,8068.96,31143.73,21505.38,5274.42,0,0,0
3648,2,3,7,2,14727.35,6498,382,24870,84856,979,100348,63679.99,15541.19,5634.82,0,0,14702.7,25217.77,60427.52
3649,2,4,12,5,3357.17,4099,1562,3037,10362,527,54018,5721.48,2506.04,818.09,0,1316.4,5834.78,8825.68,39357.54
3650,3,5,16,2,16371.42,3749,1457,26209,89425,861,88253,72254.38,5314.64,11855.98,0,0,0,26757.11,61495.89
3651,4,10,26,4,7251.15,2151,3087,9007,30732,0,0,19117.35,4622.68,6991.97,0,0,0,0,0
3652,4,10,26,2,6171.51,1189,818,13557,46256,0,0,40394.17,2633.78,2123.37,0,1104.68,0,0,0
3653,2,3,9,5,16093.04,7455,381,2819,9618,0,0,2888.97,839.66,102.83,0,5786.53,0,0,0
3654,3,7,20,5,13791.18,1715,2674,7875,26870,0,0,9703.18,2265.58,2277.26,7749.49,4874.5,0,0,0
3655,4,10,26,5,9052.86,2875,2445,3045,10390,217,22243,2685.11,1267.14,2867.52,0,3570.24,0,22243,0
3656,2,4,10,2,4751.97,8251,498,8963,30582,872,89380,22904.17,7677.83,0,0,0,8743.13,18469.17,62167.69
3657,3,6,19,1,13538.33,3819,1365,16367,55844,0,0,21329.06,4826.98,3294.49,15539.77,10853.7,0,0,0
3658,3,5,14,2,11968.55,4641,1188,19903,67909,0,0,34203.19,5182.53,8159.9,7471.47,12891.91,0,0,0
3659,4,10,26,2,6206.52,2757,2060,5554,18950,0,0,10897.96,1971.58,2048.26,4032.21,0,0,0,0
3660,3,5,15,2,9853.85,2957,1708,23127,78909,0,0,25886.62,6303.76,14983.72,10663.58,21071.33,0,0,0
3661,3,5,17,2,8025.58,1580,2514,5970,20369,0,0,9367.08,3872.24,0,5020.83,2109.14,0,0,0
3662,3,6,18,2,11079.64,5126,926,8178,27903,853,87433,22146.35,4769.2,987.45,0,0,5528.61,14977.06,66927.33
3663,1,2,3,2,11231.56,5220,642,5474,18677,179,18348,13475.94,4130.3,1070.77,0,0,6698.77,11649.23,0
3664,2,3,7,2,15265.02,6456,441,14176,48369,0,0,37106.17,3413.1,0,7849.73,0,0,0,0
3665,1,1,1,3,4089.6,6738,383,6951,23717,0,0,14767.21,1219.31,147.34,6361.48,1221.67,0,0,0
3666,4,10,26,5,10036.89,3028,2319,3206,10939,224,22960,7025.12,3913.88,0,0,0,12139.75,10820.25,0
3667,1,1,2,4,14435.21,6088,555,2539,8663,1753,179683,5958.45,1546.13,189.07,0,969.36,14768.66,18615.87,146298.47
3668,1,2,5,2,19736.86,4614,1178,12819,43738,0,0,21347.61,5582.42,5223.24,9753.56,1831.18,0,0,0
3669,3,5,17,5,8989.58,572,3663,4289,14634,216,22140,6888.14,1293.4,1898.26,2906.97,1647.24,22140,0,0
3670,4,8,23,2,11330.02,7500,295,18319,62504,932,95530,44824.36,10455.33,4135.13,0,3089.19,0,25311.76,70218.25
3671,3,5,15,4,7841.82,3141,1293,40778,139135,443,45408,92605.18,20137.9,26391.93,0,0,0,14697.24,30710.76
3672,2,4,12,2,2969.4,4564,1429,14993,51156,783,80258,25271.64,5098.91,20785.45,0,0,3478.37,23596.22,53183.41
3673,2,3,7,2,17888.36,6496,492,11220,38283,867,88868,29504.9,7838.5,939.6,0,0,0,16419.65,72448.35
3674,3,5,14,3,12141.53,5355,829,4700,16036,0,0,5370.19,1763.04,322.62,3402.68,5177.47,0,0,0
3675,1,2,3,2,7232.63,5146,829,7158,24423,1165,119413,17632.91,3763.49,3026.6,0,0,27354.08,30445.82,61613.1
3676,3,7,20,3,11331.06,1095,3425,4214,14378,169,17323,7174.3,1229.12,5380.44,0,594.15,3924.43,6169.9,7228.67
3677,2,4,12,2,2993.34,4251,1259,11907,40627,0,0,25605.36,4492.94,1958.09,7524.42,1046.19,0,0,0
3678,3,6,18,2,9623.68,4455,1115,24770,84515,0,0,26857.51,6282.77,10601.58,16769.53,24003.61,0,0,0
3679,4,9,24,2,10545,2013,2586,14613,49860,317,32493,23447.94,5256.63,21155.43,0,0,0,13378.5,19114.5
3680,2,4,10,2,4751.97,8285,492,5475,18681,988,101270,15582.76,2141.51,956.85,0,0,10284.74,26696.54,64288.72
3681,3,5,17,2,8050.4,1387,2654,8863,30241,0,0,11081.35,4544.53,4055.96,5709.39,4849.79,0,0,0
3682,2,4,11,2,3901.34,5341,927,18274,62351,315,32288,26152.42,12053.55,6004.22,0,18140.82,6980.45,13037.8,12269.75
3683,3,6,19,5,11009.22,4062,1281,10398,35478,0,0,13744.44,2769.88,4353.05,5159,9451.63,0,0,0
3684,1,2,3,5,7526.24,4528,1078,5013,17104,728,74620,8240.27,2826.46,6037.28,0,0,11487.77,15358.69,47773.54
3685,3,5,15,2,6453.26,1859,2493,18771,64047,0,0,39599.45,7572.45,6959.99,9915.11,0,0,0,0
3686,1,1,2,4,4812.84,6408,435,7500,25590,1125,115313,19581.81,4458.28,1549.91,0,0,15852.34,37153.21,62307.45
3687,2,3,6,5,23066.45,6306,678,4330,14774,763,78208,7488.65,3674.21,3611.14,0,0,5283.87,11302.91,61621.22
3688,4,10,26,4,6822.46,832,1403,9105,31066,472,48380,28668.73,2397.27,0,0,0,24131.85,10839.46,13408.69
3689,3,5,15,2,7090.41,3108,1686,11707,39944,0,0,18416.13,2150.9,2763.71,5871.28,10741.98,0,0,0
3690,3,7,21,2,7604.88,1268,3450,2085,7114,307,31468,2780.6,282.98,3297.72,0,752.69,9320.15,22147.86,0
3691,3,6,18,2,11362.76,3455,1542,23365,79721,0,0,37695.56,4462.7,11990.8,13214.45,12357.5,0,0,0
3692,4,10,26,2,6466.42,839,1396,6087,20769,328,33620,17771.12,2997.88,0,0,0,15735.75,17884.25,0
3693,4,10,27,2,15810.32,7039,169,43684,149050,0,0,73744.51,13849.91,0,28558.28,32897.3,0,0,0
3694,3,5,16,5,14080.54,3167,1787,15851,54084,0,0,25936.35,3647.94,2682.08,11399.06,10418.58,0,0,0
3695,4,10,26,2,7169.31,1281,621,6742,23004,468,47970,16376.6,6627.4,0,0,0,8806.39,21223.62,17940
3696,3,5,17,2,7180.05,269,4096,18886,64439,0,0,25617.84,2944.66,29890.36,3872.84,2113.31,0,0,0
3697,4,10,26,2,7264.47,1238,1454,9459,32274,977,100143,24509.44,4455.51,2294.1,0,1014.95,23252.57,51038.58,25851.85
3698,1,1,2,2,3912.87,6625,398,6505,22195,0,0,10437.49,3438.93,409.96,7908.62,0,0,0,0
3699,3,5,13,3,9578.77,4833,793,12917,44073,0,0,15209.35,4018.52,2611.99,7654.54,14578.61,0,0,0
3700,4,10,27,1,8640.83,6386,650,23867,81434,0,0,44450.04,3670.81,0,15429.03,17884.11,0,0,0
3701,3,5,13,2,10310.21,4181,1360,10964,37409,0,0,27670.87,3465.09,4443.66,0,1829.38,0,0,0
3702,4,8,22,5,5865.93,5552,747,5738,19578,524,53710,14836.36,4741.64,0,0,0,4587.94,6746.23,42375.83
3703,3,7,21,2,6576.85,1622,3100,21312,72717,0,0,34145.15,4708.14,20534.29,6251.06,7078.36,0,0,0
3704,4,10,26,5,9488.1,1237,1189,5007,17084,86,8815,10149.06,2400.74,626.56,0,3907.7,0,8815,0
3705,2,3,8,5,18497.46,6828,344,3316,11314,876,89790,3356.04,5310.97,0,0,2646.99,7329.66,8710.64,73749.7
3706,3,5,17,2,7530.25,530,3546,25209,86013,0,0,40461.63,7915.19,28446.06,5093.54,4096.86,0,0,0
3707,2,4,10,2,8115.95,7841,378,7736,26395,0,0,17969.04,1995.72,141.85,6288.51,0,0,0,0
3708,3,7,20,5,14305.15,4204,1231,2741,9352,404,41410,5242.22,1885.58,1237.11,0,987.09,0,9391.78,32018.22
3709,1,1,2,2,4133.56,6373,436,4558,15552,0,0,12041.64,2862.77,647.59,0,0,0,0,0
3710,3,7,21,2,7489.17,478,4327,32028,109280,0,0,42746.27,5663.56,46242,9575.19,5052.99,0,0,0
3711,3,5,17,5,6321.64,1112,2600,12789,43636,0,0,20855.4,3325.5,4110.68,9501.24,5843.18,0,0,0
3712,1,2,3,4,8401.7,4835,883,3464,11819,617,63243,6160.96,5658.04,0,0,0,9724.09,12009.55,41509.37
3713,3,5,17,3,4650.31,137,4566,6103,20823,0,0,7008.59,1457.51,7814.35,3365.85,1176.7,0,0,0
3714,1,2,4,3,11253.33,4609,992,6841,23341,462,47355,16419.91,2419.14,4501.96,0,0,7229.2,12812.15,27313.65
3715,3,5,14,5,16010.78,4616,1280,1807,6165,615,63038,2546.22,2575.41,1043.37,0,0,3405.62,6012.33,53620.05
3716,3,5,16,2,18117.11,3237,1672,11456,39088,0,0,19497.43,2043.27,2391.75,5619.68,9535.87,0,0,0
3717,2,3,7,2,14563.97,5861,666,11424,38979,879,90098,32704.95,6274.05,0,0,0,5973.53,22770.09,61354.38
3718,4,10,27,2,7136.88,9703,62,9263,31605,2277,233393,28299.63,3305.37,0,0,0,0,44365.57,189027.44
3719,3,5,17,2,6540.32,640,3436,13773,46993,0,0,21323.24,4873.7,5061.6,11122.79,4611.67,0,0,0
3720,2,3,6,2,13170,4082,1430,23501,80185,0,0,33544.8,6679.37,9711.63,13227.43,17021.78,0,0,0
3721,4,10,27,4,8815.12,5028,1260,2577,8793,0,0,2854.32,965.75,197.02,2099.64,2676.28,0,0,0
3722,3,5,14,4,13421.73,4982,1040,10751,36682,491,50328,15993.76,3335.84,2779.85,9691.12,4881.44,6613.24,0,43714.76
3723,3,5,13,5,15738.64,4013,1468,9011,30746,418,42845,15173.77,2831.3,6239.36,6501.57,0,0,0,42845
3724,4,10,26,5,8668.11,1597,1840,2376,8107,162,16605,3108.04,2225.23,0,0,2773.74,5704.92,10900.08,0
3725,2,3,7,2,16020.97,4306,1299,10876,37109,712,72980,30732.02,3928.46,2448.51,0,0,0,28633.75,44346.25
3726,2,3,8,2,12679.94,6599,443,4532,15463,822,84255,12044.7,2924.17,494.14,0,0,12443.18,22111.81,49700
3727,2,3,7,2,14727.35,6138,467,17062,58216,694,71135,48640.56,3797.04,3573.69,0,2204.71,13007.68,17562.33,40564.99
3728,3,7,20,5,15213.44,3604,1752,10746,36665,0,0,12485.39,1937.49,5105.89,7580.3,9555.94,0,0,0
3729,1,2,5,3,12752.4,5265,793,13661,46611,0,0,16386.21,3085.21,3087.1,11896.69,12155.8,0,0,0
3730,4,10,26,2,7169.31,846,1389,1993,6800,269,27573,4646.82,2153.18,0,0,0,15958.91,11614.09,0
3731,3,5,17,5,7016.4,181,4314,13926,47516,0,0,23024.16,2599.07,7448.07,14444.7,0,0,0,0
3732,3,5,15,2,6506.7,2984,1753,23023,78554,754,77285,47417.37,7750.71,15024.87,0,8361.04,6034.06,26865.72,44385.22
